-10.082,-1.26311684371692
-9.959,-1.16189225066387
-9.91,-1.13049097884055
-9.887,-1.11723877336253
-8.525,-1.60827584719736
-8.515,-1.62887398008393
-5.798,1.13046908515705
-5.579,1.31209618626810
-5.554,1.34099048035418
-5.505,1.40412244168872
-5.502,1.40829314069427
-5.569,1.32340406665569
-0.905,1.61894664937430
-1.021,1.91382585074248
-1.0213,1.91476328274359
-0.9046,1.61812271401606
-5.5791,1.31198474388249
-5.7978,1.13058832139948
-5.5534,1.34170997344025
-5.5049,1.40426086352196
-5.5692,1.32317469899386
-5.5022,1.40801392883473
-5.5663,1.32651353310042
-5.8045,1.12663202726830
-5.5662,1.32662916504745
-5.5132,1.39291111760497
-5.5027,1.40731662950482
-5.3784,1.61850428037378
-5.5042,1.40523097471503
-5.5059,1.40287850301830
-5.5667,1.32605133938724
-5.3784,1.61850428037378
-5.8051,1.12628154584085
-4.158,-1.89960981547751
-3.928,-1.41564292580441
-3.611,-1.12128171398369
-3.8641,-1.33306661005399
-3.6192,-1.12600279788260
-3.604,-1.11734194959328
-3.6082,-1.11969589353220
-3.6018,-1.11612072321646
-2.242,-1.60790057487688
-2.232,-1.62848599799873
-0.904,1.61688886699649
-5.5698,1.32248739006733
